DSO Name,Maßnahmen ID,Grid Type,Cities,Project Type,State,Capacity Change,Date of completion,Geo Codes
Avacon,671,Line,Lissberg,80°C-Trassierung + FLM,Planned,106,Not Specified (part of plan up to 2045),"{""Lissberg, Germany"":{""lat"":50.37520740000001,""lng"":9.083683899999999,""address"":{""formatted"":""63683 Ortenberg-Lißberg, Germany""}}}"
Avacon,672,UW,Ohlensehlen,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Ohlensehlen, Germany"":{""lat"":51.165691,""lng"":10.451526,""address"":{""formatted"":""Germany""}}}"
Avacon,673,UW,Mehringen,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Mehringen, Germany"":{""lat"":51.7283132,""lng"":11.5157204,""address"":{""formatted"":""06449 Aschersleben-Mehringen, Germany""}}}"
Avacon,674,UW,Nienburg,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Nienburg, Germany"":{""lat"":52.6380924,""lng"":9.2084155,""address"":{""formatted"":""31582 Nienburg, Germany""}}}"
Avacon,675,UW,Nienburg,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Nienburg, Germany"":{""lat"":52.6380924,""lng"":9.2084155,""address"":{""formatted"":""31582 Nienburg, Germany""}}}"
Avacon,676,UW,Stadorf,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Stadorf, Germany"":{""lat"":52.9919301,""lng"":10.3950159,""address"":{""formatted"":""29593 Schwienau-Stadorf, Germany""}}}"
Avacon,677,UW,Stadorf,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Stadorf, Germany"":{""lat"":52.9919301,""lng"":10.3950159,""address"":{""formatted"":""29593 Schwienau-Stadorf, Germany""}}}"
Avacon,678,UW,Mehrum Nord,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Mehrum Nord, Germany"":{""lat"":52.3046339,""lng"":10.0942011,""address"":{""formatted"":""31249 Hohenhameln-Mehrum, Germany""}}}"
Avacon,679,UW,Bassum,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Bassum, Germany"":{""lat"":52.8494721,""lng"":8.7268872,""address"":{""formatted"":""27211 Bassum, Germany""}}}"
Avacon,680,UW,Hattorf,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Hattorf, Germany"":{""lat"":51.6460732,""lng"":10.2346962,""address"":{""formatted"":""37 Hattorf am Harz, Germany""}}}"
Avacon,681,UW,Hattorf,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Hattorf, Germany"":{""lat"":51.6460732,""lng"":10.2346962,""address"":{""formatted"":""37 Hattorf am Harz, Germany""}}}"
Avacon,682,UW,Bleckenstedt,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Bleckenstedt, Germany"":{""lat"":52.1773578,""lng"":10.4057793,""address"":{""formatted"":""38239 Salzgitter-Bleckenstedt, Germany""}}}"
Avacon,683,UW,Liebenburg,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Liebenburg, Germany"":{""lat"":52.02286119999999,""lng"":10.4299874,""address"":{""formatted"":""38704 Liebenburg, Germany""}}}"
Avacon,684,UW,Alfstedt,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Alfstedt, Germany"":{""lat"":53.54855629999999,""lng"":9.0676268,""address"":{""formatted"":""27432 Alfstedt, Germany""}}}"
Avacon,685,UW,Hemmoor,UW: Ausbau,Planned,600,Not Specified (part of plan up to 2045),"{""Hemmoor, Germany"":{""lat"":53.699156,""lng"":9.196232199999999,""address"":{""formatted"":""Hemmoor, 21, Germany""}}}"
Avacon,686,UW,Soltau,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Soltau, Germany"":{""lat"":52.9846914,""lng"":9.842125,""address"":{""formatted"":""29614 Soltau, Germany""}}}"
Avacon,687,UW,Samtgemeinde Harsefeld,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Samtgemeinde Harsefeld, Germany"":{""lat"":53.4560512,""lng"":9.4980317,""address"":{""formatted"":""Herrenstraße 25, 21698 Harsefeld, Germany""}}}"
Avacon,688,UW,"Hakenstedt, Druxberge",UW: Neubau,Planned,126,Not Specified (part of plan up to 2045),"{""Hakenstedt, Germany"":{""lat"":52.1812413,""lng"":11.2627381,""address"":{""formatted"":""Hakenstedt, 39343 Erxleben, Germany""}},""Druxberge, Germany"":{""lat"":52.15625499999999,""lng"":11.3099504,""address"":{""formatted"":""39 Druxberge, Germany""}}}"
Avacon,689,UW,Steinitz,ENB (Ersatzneubau),Planned,126,Not Specified (part of plan up to 2045),"{""Steinitz, Germany"":{""lat"":52.8156273,""lng"":11.1160023,""address"":{""formatted"":""29410 Salzwedel-Steinitz, Germany""}}}"
Avacon,690,Line,"Korbach, Twistetal",FLM (Freileitungsmonitoring),Planned,63,Not Specified (part of plan up to 2045),"{""Korbach, Germany"":{""lat"":51.2774069,""lng"":8.8709876,""address"":{""formatted"":""34497 Korbach, Germany""}},""Twistetal, Germany"":{""lat"":51.3368597,""lng"":8.965328,""address"":{""formatted"":""34477 Twistetal, Germany""}}}"
Avacon,691,Line,"Melsungen, Waldkappel",ENB (Ersatzneubau),Planned,630,Not Specified (part of plan up to 2045),"{""Melsungen, Germany"":{""lat"":51.1276976,""lng"":9.549567699999999,""address"":{""formatted"":""34212 Melsungen, Germany""}},""Waldkappel, Germany"":{""lat"":51.1435021,""lng"":9.8742849,""address"":{""formatted"":""37284 Waldkappel, Germany""}}}"
Avacon,692,UW,Conneforde,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Conneforde, Germany"":{""lat"":53.3253129,""lng"":8.0599501,""address"":{""formatted"":""26215 Wiefelstede-Conneforde, Germany""}}}"
Avacon,693,Line,"Stendal, Wolmirstedt",FLM (Freileitungsmonitoring),Planned,54,Not Specified (part of plan up to 2045),"{""Stendal, Germany"":{""lat"":52.6041444,""lng"":11.8517729,""address"":{""formatted"":""39 Stendal, Germany""}},""Wolmirstedt, Germany"":{""lat"":52.2521368,""lng"":11.629014,""address"":{""formatted"":""39326 Wolmirstedt, Germany""}}}"
